question_id,category,company,role,round,topic,difficulty,question,evidence_type,source_note
127,AI/ML Companies,SAP,Systems Engineer,Online Assessment,SQL,Hard,Explain SQL and discuss where it is useful in a production ML system. Include the key trade-offs.,Publicly reported / commonly reported pattern,Public interview-report aggregators and company interview reports; exact attribution varies
128,HR/Behavioral,TCS,DevOps Engineer,HR Round,Customer Focus,Medium,Describe a time you handled an unhappy customer or stakeholder. Focus on what you personally contributed.,Publicly reported / commonly reported pattern,Public interview-report aggregators and company interview reports; exact attribution varies
129,AI/ML Companies,Qualcomm,Software Engineer,Managerial Round,Statistics,Easy,"How would you improve the accuracy, latency, or reliability of a system using Statistics? Give a concrete example.",Publicly reported / commonly reported pattern,Public interview-report aggregators and company interview reports; exact attribution varies
130,Cloud Companies,IBM,QA Engineer,Technical Round,Kubernetes,Medium,How would you monitor and alert on a system using Kubernetes? Include the key trade-offs.,Publicly reported / commonly reported pattern,Public interview-report aggregators and company interview reports; exact attribution varies
131,Automotive Companies,Honda,Frontend Engineer,Managerial Round,Functional Safety,Medium,How would you optimize performance in a system using Functional Safety? Explain how you would test your solution.,Publicly reported / commonly reported pattern,Public interview-report aggregators and company interview reports; exact attribution varies
132,Cloud Companies,Alibaba Cloud,QA Engineer,Technical Round,Scalability,Easy,How would you scale a system built around Scalability? Explain how you would test your solution.,Publicly reported / commonly reported pattern,Public interview-report aggregators and company interview reports; exact attribution varies
133,Service Companies,Hexaware,Full Stack Engineer,Managerial Round,Cloud Basics,Easy,Describe a project where Cloud Basics could be used effectively. Explain how you would test your solution.,Publicly reported / commonly reported pattern,Public interview-report aggregators and company interview reports; exact attribution varies
134,Service Companies,NTT DATA,DevOps Engineer,Online Assessment,Coding,Easy,What are the common mistakes candidates make when working with Coding? Discuss common failure cases.,Publicly reported / commonly reported pattern,Public interview-report aggregators and company interview reports; exact attribution varies
135,Cybersecurity Companies,Cisco,Data Engineer,Managerial Round,Vulnerability Management,Easy,How would you detect suspicious activity related to Vulnerability Management? Assume the system is used at large scale.,Publicly reported / commonly reported pattern,Public interview-report aggregators and company interview reports; exact attribution varies
136,Cybersecurity Companies,F5,ML Engineer,Online Assessment,Application Security,Medium,How would you detect suspicious activity related to Application Security? Explain how you would test your solution.,Publicly reported / commonly reported pattern,Public interview-report aggregators and company interview reports; exact attribution varies
137,Automotive Companies,Tata Motors,Security Engineer,System Design,Computer Vision,Hard,Explain Computer Vision and describe its role in an automotive system. Explain how you would test your solution.,Publicly reported / commonly reported pattern,Public interview-report aggregators and company interview reports; exact attribution varies
138,Cloud Companies,Oracle,Cloud Engineer,Online Assessment,Storage,Hard,What are the availability and reliability trade-offs of Storage? Assume the system is used at large scale.,Publicly reported / commonly reported pattern,Public interview-report aggregators and company interview reports; exact attribution varies
139,Product Companies,Microsoft,Full Stack Engineer,Online Assessment,Debugging,Easy,Compare two common approaches to Debugging. When would you choose each? Consider both performance and maintainability.,Publicly reported / commonly reported pattern,Public interview-report aggregators and company interview reports; exact attribution varies
140,Product Companies,VMware,DevOps Engineer,Coding Round,Python,Medium,What are the most important trade-offs when working with Python? Include the key trade-offs.,Publicly reported / commonly reported pattern,Public interview-report aggregators and company interview reports; exact attribution varies
141,Cybersecurity Companies,Okta,Systems Engineer,Technical Round,SIEM,Medium,How would you design a secure architecture using SIEM? Assume the system is used at large scale.,Publicly reported / commonly reported pattern,Public interview-report aggregators and company interview reports; exact attribution varies
